Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A18034,W015,thought crimes should not be punishable.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18043,W015,even minors have the right to bodily autonomy and should be allowed to decide for themselves whether to have cosmetic surgery.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18045,W015,nuclear weapons provide us security in times of war.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A18076,W015,school prayer is wrong because the non religious are expected to participate.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18077,W015,"The development of autonomous cars should be halted until we have dealt with the moral question of who would be  liable in the case of an accident, hacking or malfunction.","[0, 0, 0, 0, 0, 0, 0, 1]"
A18078,W015,it's cruel for the animals to be caged,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18079,W015,the long term effects of new procedures have not been studied enough to know if they are safe.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18080,W015,we should not legalize prostitution because they spread too many diseases,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18082,W015,guns are already ubiquitous and outlawing them will only keep them out of the hands of lawful owners.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18083,W015,we must not abolish nuclear weapons because they can be used in situations of extreme need like defending a country,"[1, 0, 1, 0, 0, 0, 0, 0]"
A18085,W015,austerity regimes needs to be adopted to reduce budget deficits and debt crises,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18087,W015,intelligence tests are just another tool for teachers to use,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18096,W015,the right to keep and bear arms is important in keeping people safe in a dangerous and uncertain world,"[1, 0, 1, 0, 0, 0, 0, 0]"
A18097,W015,Separate public and private defender systems contribute to social instability by being a very obvious example of the state providing preferential treatment to the rich.,"[0, 0, 1, 0, 0, 1, 0, 0]"
A18098,W015,three strikes is enough opportunity for a person to reform their behavior and become a law abiding citizen. after three strikes a person has proven they are not interested in conforming to societal rules.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18100,W015,this should be banned as it is immoral.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18102,W015,"the holy scriptures say many things that are not accepted by the traditions of the church, so that the man who wants to remain holy must be celibate.","[0, 1, 0, 0, 0, 0, 0, 1]"
A18105,W015,we should adopt an austerity regime so that future generations are not left t0 pay the debts that we rack up.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18107,W015,allowing cosmetic surgery for minors would simply sweep the real problem under the rug: the effect of toxic appearance standards.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18109,W015,telemarketing should be banned because it is disruptive to the course of the day for many people.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18110,W015,wikipedia would be more accurate if it was subsidized.,"[0, 0, 0, 0, 0, 0, 0, 1]"
A18117,W015,while it is terrible to deny what happened during the holocaust everyone is entitled to their opinions.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18119,W015,"television should be abandoned because of all the violence, crime, and sex that's on them now","[0, 0, 0, 0, 0, 0, 1, 0]"
A18121,W015,"Targeted killing surgically removes enemy actors with no collateral damage, it must be continued.","[1, 0, 0, 0, 0, 0, 0, 0]"
A18124,W015,"autonomous cars can give many people the freedom to drive without actually driving, so we should not stop making them.","[0, 0, 0, 0, 1, 0, 0, 0]"
A18125,W015,this is a free country. people are free to make bad nutritional decisions,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18136,W015,banning child actors would limit movies and tv shows. anything with children in the story would be unable to be made. television and movies for children would no longer exist either.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18139,W015,"Journalism plays an essential role as watchdog of democracy, and keeping citizens informed. Such a valuable industry deserves government subsidization.","[1, 0, 0, 0, 0, 0, 0, 0]"
A18140,W015,when teenagers are on social media they sometimes bully their peers which is a reason for not having an account,"[0, 0, 0, 1, 0, 0, 0, 1]"
A18146,W015,it is the most efficient way to produce food,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18147,W015,Three strikes laws ruin young people's lives by preventing them from being accessing education and jobs that would pull them out of a life of crime by prolonging their time in jail during their formative years.,"[0, 0, 0, 0, 0, 1, 1, 0]"
A18148,W015,the church of scientology is a cult and it should be banned.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18149,W015,safe spaces create an unrealistic environment that doesn't exist in the real world.,"[0, 0, 0, 0, 1, 0, 0, 0]"
A18150,W015,"just because someone has reached the age of retirement, they are still able to provide a vaulable service with expertise and a vast knowledge of experience.","[1, 0, 0, 0, 0, 1, 0, 0]"
A18157,W015,it is the bedrock of catholisism that priests are celibate and to abandon this would be expecting catholics to rethink or abandon their beliefs to their detriment.,"[0, 1, 0, 0, 0, 0, 0, 1]"
A18158,W015,homeopathy isn't fda approved and can cause all sorts of problems and side effects.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18160,W015,A multi-party system would bring in a lot more choice of representation for the people living in the country.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18166,W015,however these policies can impede the advancement of children from troubled backgrounds or with additional needs. they need a safe place to learn in a positive behaviours in a supportive environment.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18172,W015,cosmetic surgery only serves to perpetuate eurocentric standards of beauty and makes it more difficult to challenge them.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18196,W015,the couples who can`t have their own kids this is the only way to get them and should not be banned by all means.,"[0, 0, 0, 0, 1, 0, 0, 0]"
A18198,W015,"the holocaust was a serious event that affected many, and denying that it happened is an insult to those who died during it, those who lived through it, and those still living with it.","[0, 0, 0, 0, 0, 0, 0, 1]"
A18199,W015,there is no reliable scientific evidence that homeopathy does any good and it is potentially dangerous because it may delay people taking conventional medical treatment,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18226,W015,"there is not need to subsidize wikipedia, it does not serve any purpose that cannot be filled elsewhere.","[1, 0, 0, 0, 0, 0, 0, 0]"
A18227,W015,"judges who rule based on their own personal and political beliefs usurp the power of our elected officials and are violating our constitutional rights,","[0, 0, 0, 0, 0, 1, 0, 0]"
A18228,W015,TARGETED KILLING MAKES THE WORLD A SAFER PLACE REMOVING THOSE PEOPLE WHO AIM TO HARM OTHERS,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18236,W015,the use of school uniforms helps the poorest to attend classes without the problem of lack of clothing,"[0, 0, 0, 1, 0, 0, 0, 0]"
A18237,W015,pride parades are an important part of society to promote freedom of choice  and acceptance.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18238,W015,space exploration is a waste of taxpayers money and should be funded by private enterprises.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18239,W015,Zero-tolerance policies may seem unfair to the individual but bad and risky behavior at schools spreads faster than wildfire. Sometimes we must make an example of an individual for the greater good.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A18282,W015,The blockade of Gaza undermines the popularity and economic power of Hamas.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18283,W015,collectivism and the impingement of the the government results in people blaming others for their problems rather than looking for solutions themselves,"[0, 0, 0, 0, 0, 1, 0, 1]"
A18284,W015,"for people undergoing chemotherapy, cannabis can be extremely helpful in regaining appetite for food","[1, 1, 0, 0, 0, 0, 0, 0]"
A18285,W015,somebody was working hard to make something and then should be rewarded for it. that`s what intellectual property rights all about.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18286,W015,it is a fundamental right of american citizens to keep and bear arms and to remove that right would simply drive arms trading underground.,"[0, 1, 1, 0, 0, 0, 0, 0]"
A18287,W015,"organs are expensive, and a legal trade can allow for someone in desperate need to get an organ without money or wait times.","[0, 1, 0, 1, 0, 0, 0, 0]"
A18288,W015,sometimes foster care is the safest option for a child. it is far better to remove a child who is being looked after by parents who cannot be trusted not to harm the child.,"[0, 0, 0, 1, 0, 0, 0, 1]"
A18290,W015,"Child actors are forced to grow up way too fast, they are thrown into a world of drugs and sex at an early age.   Kids should be away from all that until Hollywood is safe for them.","[0, 1, 0, 1, 0, 0, 0, 0]"
A18301,W015,gender neutral language will allow both genders to be included and liberated to succeed as much as possible.  removing gender benefits all and reduces discrimination and suppression.,"[1, 0, 0, 0, 0, 1, 0, 0]"
A18303,W015,vocational education caters to trades that will become obsolete in the future.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18311,W015,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18312,W015,homeschooling can be used to hide child abuse since no teachers see them to report it,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18313,W015,"State subsidies for journalism will make journals financially dependent on the government, which will allow the government to influence what news gets reported and how the reporting is done.","[0, 0, 0, 0, 0, 0, 1, 0]"
A18314,W015,"executive compensation too often fails to deliver and as such causes working issues, therefore it should not only be limited but stopped completely.","[0, 0, 0, 0, 0, 1, 0, 0]"
A18371,W015,"The harm against the citizens of Gaza is justified because those citizens democratically elected Hamas into power, and endorsed the actions of Hamas against Israel.","[0, 0, 0, 0, 0, 1, 0, 1]"
A18373,W015,"ideas and products need to be available at a fair price for everyone, allowing companies to have their intellectual rights means they can charge far too much to people who need that service or product.","[0, 0, 0, 1, 0, 1, 0, 0]"
A18374,W015,we should not subsidize wikipedia because it already receives more than enough money through voluntary donations,"[0, 0, 1, 0, 0, 1, 0, 0]"
A18375,W015,collectivism takes the focus off the individual as well as the ways in which each of us is unique. supporting collectivism means wanting the individual to remain subordinate to society.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A18376,W015,the healing properties of cannabis are necessary to alleviate the health of many patients who do not have access to it due to its restriction,"[0, 1, 0, 0, 1, 0, 0, 0]"
A18377,W015,it can help give a child from a broken home a more stable environment in which they can live a better life,"[0, 0, 0, 1, 0, 0, 0, 0]"
A18378,W015,embryonic stem cell research may in the future lead to the discovery of treatments for many debilitating medical conditions,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18379,W015,payday loan providers prey on low income communities,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18381,W015,safe spaces are often used to stifle free expression of opinions,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18384,W015,it helps small third world countries become more modernized.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18391,W015,wikipedia is a private entity and is responsible for its own operating costs,"[0, 0, 0, 0, 0, 0, 0, 1]"
A18392,W015,Missionaries try to force their beliefs and values on people.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18393,W015,"journalists get paid enough, they don't need any more money.","[0, 0, 0, 0, 0, 1, 0, 0]"
A18394,W015,the usage of child actors should not be banned as they are an important part of the acting field they have adults who can make rationale decisions for them.,"[0, 0, 1, 0, 0, 0, 0, 1]"
A18395,W015,if someone has worked hard to get where they are in a company then they should be rewarded accordingly.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18401,W015,introducing a multi-party system would be detrimental to stability and consistency of our political system,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18403,W015,Executive compensation should be limited to ensure the top staff is not taking all of the rewards for companies that are supported by thousands of workers. All employees contribute to the success of a company.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A18405,W015,"without regulations and welfare, society would collapse into vast pools of crime and poverty","[1, 0, 1, 0, 0, 0, 0, 0]"
A18415,W015,safe spaces act to stifle free speech,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18422,W015,they increase tourist activities and are a boost to the local economy.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A18425,W015,Libertarianism increases individual liberties by preventing the government from controlling every aspect of our lives.,"[0, 1, 0, 0, 1, 0, 1, 0]"
A18441,W015,we have too many problems here on our own planet to worry about putting money into searching space.,"[0, 0, 0, 1, 0, 0, 0, 0]"
